year,flow_code,flow,sector,sector_value,source_observation_present,annual_total,measure,price_basis,base_period,unit,donor,recipient,source_url,retrieval_date
2015,D,Disbursements,320,101.451153,true,3656.023642,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2015,D,Disbursements,331,250.633531,true,3656.023642,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2015,D,Disbursements,332,1.49774,true,3656.023642,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2016,C,Commitments,210,163.853315,true,3728.103343,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2016,C,Commitments,220,22.574016,true,3728.103343,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2016,C,Commitments,230,1192.480517,true,3728.103343,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2016,C,Commitments,240,155.748381,true,3728.103343,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2016,C,Commitments,250,302.429986,true,3728.103343,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2016,C,Commitments,310,1566.592801,true,3728.103343,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2016,C,Commitments,320,117.339,true,3728.103343,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2016,C,Commitments,331,206.573726,true,3728.103343,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2016,C,Commitments,332,0.511601,true,3728.103343,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2016,D,Disbursements,210,314.417705,true,3443.022206,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2016,D,Disbursements,220,6.408103,true,3443.022206,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2016,D,Disbursements,230,634.173943,true,3443.022206,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2016,D,Disbursements,240,178.352698,true,3443.022206,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2016,D,Disbursements,250,265.394936,true,3443.022206,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2016,D,Disbursements,310,1753.07349,true,3443.022206,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2016,D,Disbursements,320,143.118551,true,3443.022206,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2016,D,Disbursements,331,147.350081,true,3443.022206,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2016,D,Disbursements,332,0.732699,true,3443.022206,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2017,C,Commitments,210,165.77895,true,3031.440154,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2017,C,Commitments,220,6.612274,true,3031.440154,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2017,C,Commitments,230,981.088663,true,3031.440154,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2017,C,Commitments,240,105.145076,true,3031.440154,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2017,C,Commitments,250,296.443064,true,3031.440154,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2017,C,Commitments,310,1161.051987,true,3031.440154,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2017,C,Commitments,320,74.315466,true,3031.440154,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2017,C,Commitments,331,240.606466,true,3031.440154,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2017,C,Commitments,332,0.398208,true,3031.440154,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2017,D,Disbursements,210,111.704087,true,3019.066690,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2017,D,Disbursements,220,16.771798,true,3019.066690,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2017,D,Disbursements,230,633.667973,true,3019.066690,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2017,D,Disbursements,240,117.267588,true,3019.066690,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2017,D,Disbursements,250,300.237687,true,3019.066690,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2017,D,Disbursements,310,1458.384614,true,3019.066690,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2017,D,Disbursements,320,105.179214,true,3019.066690,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2017,D,Disbursements,331,275.264668,true,3019.066690,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2017,D,Disbursements,332,0.589061,true,3019.066690,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2018,C,Commitments,210,206.927238,true,3020.023670,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2018,C,Commitments,220,4.548979,true,3020.023670,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2018,C,Commitments,230,564.132451,true,3020.023670,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2018,C,Commitments,240,120.342737,true,3020.023670,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2018,C,Commitments,250,380.565087,true,3020.023670,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2018,C,Commitments,310,1476.929596,true,3020.023670,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2018,C,Commitments,320,13.082127,true,3020.023670,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2018,C,Commitments,331,253.464849,true,3020.023670,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2018,C,Commitments,332,0.030606,true,3020.023670,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2018,D,Disbursements,210,107.782534,true,2670.929503,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2018,D,Disbursements,220,12.764935,true,2670.929503,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2018,D,Disbursements,230,613.024169,true,2670.929503,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2018,D,Disbursements,240,124.615861,true,2670.929503,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2018,D,Disbursements,250,294.082586,true,2670.929503,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2018,D,Disbursements,310,1258.671718,true,2670.929503,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2018,D,Disbursements,320,69.542791,true,2670.929503,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2018,D,Disbursements,331,190.420385,true,2670.929503,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2018,D,Disbursements,332,0.024524,true,2670.929503,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2019,C,Commitments,210,384.394233,true,3243.737581,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2019,C,Commitments,220,31.681498,true,3243.737581,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
2019,C,Commitments,230,876.088647,true,3243.737581,100 - Official Development Assistance,constant prices,2024,USD millions,United States,Developing countries,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",2026-08-12
