indicator_id,year,icd10_selection,deaths,population,calculated_crude_rate,source_reported_crude_rate,source_url,retrieval_method,retrieval_date,suppression_status,source_notes,archive_value,archive_methodology,current_methodology,difference_from_archive
3.6.1,2018,V01.1; V01.9; V02.1; V02.9; V03.1; V03.9; V04.1; V04.9; V06.1; V06.9; V09.2; V09.3; V10.3; V10.4; V10.5; V10.9; V11.3; V11.4; V11.5; V11.9; V12.3; V12.4; V12.5; V12.9; V13.3; V13.4; V13.5; V13.9; V14.3; V14.4; V14.5; V14.9; V15.4; V15.5; V15.9; V16.4; V16.5; V16.9; V17.4; V17.5; V17.9; V18.4; V18.5; V18.9; V19.4; V19.5; V19.6; V19.8; V19.9; V20.3; V20.4; V20.5; V20.9; V21.3; V21.4; V21.5; V21.9; V22.3; V22.4; V22.5; V22.9; V23.3; V23.4; V23.5; V23.9; V24.3; V24.4; V24.5; V24.9; V25.3; V25.4; V25.5; V25.9; V26.3; V26.4; V26.5; V26.9; V27.3; V27.4; V27.5; V27.9; V28.3; V28.4; V28.5; V28.9; V29.4; V29.5; V29.6; V29.8; V29.9; V30.4; V30.5; V30.6; V30.7; V30.9; V31.4; V31.5; V31.6; V31.7; V31.9; V32.4; V32.5; V32.6; V32.7; V32.9; V33.4; V33.5; V33.6; V33.7; V33.9; V34.4; V34.5; V34.6; V34.7; V34.9; V35.4; V35.5; V35.6; V35.7; V35.9; V36.4; V36.5; V36.6; V36.7; V36.9; V37.4; V37.5; V37.6; V37.7; V37.9; V38.4; V38.5; V38.6; V38.7; V38.9; V39.4; V39.5; V39.6; V39.8; V39.9; V40.4; V40.5; V40.6; V40.7; V40.9; V41.4; V41.5; V41.6; V41.7; V41.9; V42.4; V42.5; V42.6; V42.7; V42.9; V43.4; V43.5; V43.6; V43.7; V43.9; V44.4; V44.5; V44.6; V44.7; V44.9; V45.4; V45.5; V45.6; V45.7; V45.9; V46.4; V46.5; V46.6; V46.7; V46.9; V47.4; V47.5; V47.6; V47.7; V47.9; V48.4; V48.5; V48.6; V48.7; V48.9; V49.4; V49.5; V49.6; V49.8; V49.9; V50.4; V50.5; V50.6; V50.7; V50.9; V51.4; V51.5; V51.6; V51.7; V51.9; V52.4; V52.5; V52.6; V52.7; V52.9; V53.4; V53.5; V53.6; V53.7; V53.9; V54.4; V54.5; V54.6; V54.7; V54.9; V55.4; V55.5; V55.6; V55.7; V55.9; V56.4; V56.5; V56.6; V56.7; V56.9; V57.4; V57.5; V57.6; V57.7; V57.9; V58.4; V58.5; V58.6; V58.7; V58.9; V59.4; V59.5; V59.6; V59.8; V59.9; V60.4; V60.5; V60.6; V60.7; V60.9; V61.4; V61.5; V61.6; V61.7; V61.9; V62.4; V62.5; V62.6; V62.7; V62.9; V63.4; V63.5; V63.6; V63.7; V63.9; V64.4; V64.5; V64.6; V64.7; V64.9; V65.4; V65.5; V65.6; V65.7; V65.9; V66.4; V66.5; V66.6; V66.7; V66.9; V67.4; V67.5; V67.6; V67.7; V67.9; V68.4; V68.5; V68.6; V68.7; V68.9; V69.4; V69.5; V69.6; V69.8; V69.9; V70.4; V70.5; V70.6; V70.7; V70.9; V71.4; V71.5; V71.6; V71.7; V71.9; V72.4; V72.5; V72.6; V72.7; V72.9; V73.4; V73.5; V73.6; V73.7; V73.9; V74.4; V74.5; V74.6; V74.7; V74.9; V75.4; V75.5; V75.6; V75.7; V75.9; V76.4; V76.5; V76.6; V76.7; V76.9; V77.4; V77.5; V77.6; V77.7; V77.9; V78.4; V78.5; V78.6; V78.7; V78.9; V79.4; V79.5; V79.6; V79.8; V79.9; V80.3; V80.4; V80.5; V81.1; V82.1; V82.8; V82.9; V83.0; V83.1; V83.2; V83.3; V84.0; V84.1; V84.2; V84.3; V85.0; V85.1; V85.2; V85.3; V86.0; V86.1; V86.2; V86.3; V87.0; V87.1; V87.2; V87.3; V87.4; V87.5; V87.6; V87.7; V87.8; V87.9; V89.2; V89.3; V89.9; V99; Y85.0,39156,327167434,11.968184,11.968183851,https://wonder.cdc.gov/controller/datarequest/D158,cdc_wonder_api,2026-08-13,not_suppressed,Final resident mortality counts from death certificates; population is the annual resident-population denominator supplied by CDC WONDER.,11.2,age-adjusted mortality rate,"crude rate using ICD-10 ('V01.1', 'V01.9', 'V02.1', 'V02.9', 'V03.1', 'V03.9', 'V04.1', 'V04.9', 'V06.1', 'V06.9', 'V09.2', 'V09.3', 'V10.3', 'V10.4', 'V10.5', 'V10.9', 'V11.3', 'V11.4', 'V11.5', 'V11.9', 'V12.3', 'V12.4', 'V12.5', 'V12.9', 'V13.3', 'V13.4', 'V13.5', 'V13.9', 'V14.3', 'V14.4', 'V14.5', 'V14.9', 'V15.4', 'V15.5', 'V15.9', 'V16.4', 'V16.5', 'V16.9', 'V17.4', 'V17.5', 'V17.9', 'V18.4', 'V18.5', 'V18.9', 'V19.4', 'V19.5', 'V19.6', 'V19.8', 'V19.9', 'V20.3', 'V20.4', 'V20.5', 'V20.9', 'V21.3', 'V21.4', 'V21.5', 'V21.9', 'V22.3', 'V22.4', 'V22.5', 'V22.9', 'V23.3', 'V23.4', 'V23.5', 'V23.9', 'V24.3', 'V24.4', 'V24.5', 'V24.9', 'V25.3', 'V25.4', 'V25.5', 'V25.9', 'V26.3', 'V26.4', 'V26.5', 'V26.9', 'V27.3', 'V27.4', 'V27.5', 'V27.9', 'V28.3', 'V28.4', 'V28.5', 'V28.9', 'V29.4', 'V29.5', 'V29.6', 'V29.8', 'V29.9', 'V30.4', 'V30.5', 'V30.6', 'V30.7', 'V30.9', 'V31.4', 'V31.5', 'V31.6', 'V31.7', 'V31.9', 'V32.4', 'V32.5', 'V32.6', 'V32.7', 'V32.9', 'V33.4', 'V33.5', 'V33.6', 'V33.7', 'V33.9', 'V34.4', 'V34.5', 'V34.6', 'V34.7', 'V34.9', 'V35.4', 'V35.5', 'V35.6', 'V35.7', 'V35.9', 'V36.4', 'V36.5', 'V36.6', 'V36.7', 'V36.9', 'V37.4', 'V37.5', 'V37.6', 'V37.7', 'V37.9', 'V38.4', 'V38.5', 'V38.6', 'V38.7', 'V38.9', 'V39.4', 'V39.5', 'V39.6', 'V39.8', 'V39.9', 'V40.4', 'V40.5', 'V40.6', 'V40.7', 'V40.9', 'V41.4', 'V41.5', 'V41.6', 'V41.7', 'V41.9', 'V42.4', 'V42.5', 'V42.6', 'V42.7', 'V42.9', 'V43.4', 'V43.5', 'V43.6', 'V43.7', 'V43.9', 'V44.4', 'V44.5', 'V44.6', 'V44.7', 'V44.9', 'V45.4', 'V45.5', 'V45.6', 'V45.7', 'V45.9', 'V46.4', 'V46.5', 'V46.6', 'V46.7', 'V46.9', 'V47.4', 'V47.5', 'V47.6', 'V47.7', 'V47.9', 'V48.4', 'V48.5', 'V48.6', 'V48.7', 'V48.9', 'V49.4', 'V49.5', 'V49.6', 'V49.8', 'V49.9', 'V50.4', 'V50.5', 'V50.6', 'V50.7', 'V50.9', 'V51.4', 'V51.5', 'V51.6', 'V51.7', 'V51.9', 'V52.4', 'V52.5', 'V52.6', 'V52.7', 'V52.9', 'V53.4', 'V53.5', 'V53.6', 'V53.7', 'V53.9', 'V54.4', 'V54.5', 'V54.6', 'V54.7', 'V54.9', 'V55.4', 'V55.5', 'V55.6', 'V55.7', 'V55.9', 'V56.4', 'V56.5', 'V56.6', 'V56.7', 'V56.9', 'V57.4', 'V57.5', 'V57.6', 'V57.7', 'V57.9', 'V58.4', 'V58.5', 'V58.6', 'V58.7', 'V58.9', 'V59.4', 'V59.5', 'V59.6', 'V59.8', 'V59.9', 'V60.4', 'V60.5', 'V60.6', 'V60.7', 'V60.9', 'V61.4', 'V61.5', 'V61.6', 'V61.7', 'V61.9', 'V62.4', 'V62.5', 'V62.6', 'V62.7', 'V62.9', 'V63.4', 'V63.5', 'V63.6', 'V63.7', 'V63.9', 'V64.4', 'V64.5', 'V64.6', 'V64.7', 'V64.9', 'V65.4', 'V65.5', 'V65.6', 'V65.7', 'V65.9', 'V66.4', 'V66.5', 'V66.6', 'V66.7', 'V66.9', 'V67.4', 'V67.5', 'V67.6', 'V67.7', 'V67.9', 'V68.4', 'V68.5', 'V68.6', 'V68.7', 'V68.9', 'V69.4', 'V69.5', 'V69.6', 'V69.8', 'V69.9', 'V70.4', 'V70.5', 'V70.6', 'V70.7', 'V70.9', 'V71.4', 'V71.5', 'V71.6', 'V71.7', 'V71.9', 'V72.4', 'V72.5', 'V72.6', 'V72.7', 'V72.9', 'V73.4', 'V73.5', 'V73.6', 'V73.7', 'V73.9', 'V74.4', 'V74.5', 'V74.6', 'V74.7', 'V74.9', 'V75.4', 'V75.5', 'V75.6', 'V75.7', 'V75.9', 'V76.4', 'V76.5', 'V76.6', 'V76.7', 'V76.9', 'V77.4', 'V77.5', 'V77.6', 'V77.7', 'V77.9', 'V78.4', 'V78.5', 'V78.6', 'V78.7', 'V78.9', 'V79.4', 'V79.5', 'V79.6', 'V79.8', 'V79.9', 'V80.3', 'V80.4', 'V80.5', 'V81.1', 'V82.1', 'V82.8', 'V82.9', 'V83.0', 'V83.1', 'V83.2', 'V83.3', 'V84.0', 'V84.1', 'V84.2', 'V84.3', 'V85.0', 'V85.1', 'V85.2', 'V85.3', 'V86.0', 'V86.1', 'V86.2', 'V86.3', 'V87.0', 'V87.1', 'V87.2', 'V87.3', 'V87.4', 'V87.5', 'V87.6', 'V87.7', 'V87.8', 'V87.9', 'V89.2', 'V89.3', 'V89.9', 'V99', 'Y85.0')",0.768184
3.6.1,2019,V01.1; V01.9; V02.1; V02.9; V03.1; V03.9; V04.1; V04.9; V06.1; V06.9; V09.2; V09.3; V10.3; V10.4; V10.5; V10.9; V11.3; V11.4; V11.5; V11.9; V12.3; V12.4; V12.5; V12.9; V13.3; V13.4; V13.5; V13.9; V14.3; V14.4; V14.5; V14.9; V15.4; V15.5; V15.9; V16.4; V16.5; V16.9; V17.4; V17.5; V17.9; V18.4; V18.5; V18.9; V19.4; V19.5; V19.6; V19.8; V19.9; V20.3; V20.4; V20.5; V20.9; V21.3; V21.4; V21.5; V21.9; V22.3; V22.4; V22.5; V22.9; V23.3; V23.4; V23.5; V23.9; V24.3; V24.4; V24.5; V24.9; V25.3; V25.4; V25.5; V25.9; V26.3; V26.4; V26.5; V26.9; V27.3; V27.4; V27.5; V27.9; V28.3; V28.4; V28.5; V28.9; V29.4; V29.5; V29.6; V29.8; V29.9; V30.4; V30.5; V30.6; V30.7; V30.9; V31.4; V31.5; V31.6; V31.7; V31.9; V32.4; V32.5; V32.6; V32.7; V32.9; V33.4; V33.5; V33.6; V33.7; V33.9; V34.4; V34.5; V34.6; V34.7; V34.9; V35.4; V35.5; V35.6; V35.7; V35.9; V36.4; V36.5; V36.6; V36.7; V36.9; V37.4; V37.5; V37.6; V37.7; V37.9; V38.4; V38.5; V38.6; V38.7; V38.9; V39.4; V39.5; V39.6; V39.8; V39.9; V40.4; V40.5; V40.6; V40.7; V40.9; V41.4; V41.5; V41.6; V41.7; V41.9; V42.4; V42.5; V42.6; V42.7; V42.9; V43.4; V43.5; V43.6; V43.7; V43.9; V44.4; V44.5; V44.6; V44.7; V44.9; V45.4; V45.5; V45.6; V45.7; V45.9; V46.4; V46.5; V46.6; V46.7; V46.9; V47.4; V47.5; V47.6; V47.7; V47.9; V48.4; V48.5; V48.6; V48.7; V48.9; V49.4; V49.5; V49.6; V49.8; V49.9; V50.4; V50.5; V50.6; V50.7; V50.9; V51.4; V51.5; V51.6; V51.7; V51.9; V52.4; V52.5; V52.6; V52.7; V52.9; V53.4; V53.5; V53.6; V53.7; V53.9; V54.4; V54.5; V54.6; V54.7; V54.9; V55.4; V55.5; V55.6; V55.7; V55.9; V56.4; V56.5; V56.6; V56.7; V56.9; V57.4; V57.5; V57.6; V57.7; V57.9; V58.4; V58.5; V58.6; V58.7; V58.9; V59.4; V59.5; V59.6; V59.8; V59.9; V60.4; V60.5; V60.6; V60.7; V60.9; V61.4; V61.5; V61.6; V61.7; V61.9; V62.4; V62.5; V62.6; V62.7; V62.9; V63.4; V63.5; V63.6; V63.7; V63.9; V64.4; V64.5; V64.6; V64.7; V64.9; V65.4; V65.5; V65.6; V65.7; V65.9; V66.4; V66.5; V66.6; V66.7; V66.9; V67.4; V67.5; V67.6; V67.7; V67.9; V68.4; V68.5; V68.6; V68.7; V68.9; V69.4; V69.5; V69.6; V69.8; V69.9; V70.4; V70.5; V70.6; V70.7; V70.9; V71.4; V71.5; V71.6; V71.7; V71.9; V72.4; V72.5; V72.6; V72.7; V72.9; V73.4; V73.5; V73.6; V73.7; V73.9; V74.4; V74.5; V74.6; V74.7; V74.9; V75.4; V75.5; V75.6; V75.7; V75.9; V76.4; V76.5; V76.6; V76.7; V76.9; V77.4; V77.5; V77.6; V77.7; V77.9; V78.4; V78.5; V78.6; V78.7; V78.9; V79.4; V79.5; V79.6; V79.8; V79.9; V80.3; V80.4; V80.5; V81.1; V82.1; V82.8; V82.9; V83.0; V83.1; V83.2; V83.3; V84.0; V84.1; V84.2; V84.3; V85.0; V85.1; V85.2; V85.3; V86.0; V86.1; V86.2; V86.3; V87.0; V87.1; V87.2; V87.3; V87.4; V87.5; V87.6; V87.7; V87.8; V87.9; V89.2; V89.3; V89.9; V99; Y85.0,38840,328239523,11.832822,11.832822460,https://wonder.cdc.gov/controller/datarequest/D158,cdc_wonder_api,2026-08-13,not_suppressed,Final resident mortality counts from death certificates; population is the annual resident-population denominator supplied by CDC WONDER.,11.1,age-adjusted mortality rate,"crude rate using ICD-10 ('V01.1', 'V01.9', 'V02.1', 'V02.9', 'V03.1', 'V03.9', 'V04.1', 'V04.9', 'V06.1', 'V06.9', 'V09.2', 'V09.3', 'V10.3', 'V10.4', 'V10.5', 'V10.9', 'V11.3', 'V11.4', 'V11.5', 'V11.9', 'V12.3', 'V12.4', 'V12.5', 'V12.9', 'V13.3', 'V13.4', 'V13.5', 'V13.9', 'V14.3', 'V14.4', 'V14.5', 'V14.9', 'V15.4', 'V15.5', 'V15.9', 'V16.4', 'V16.5', 'V16.9', 'V17.4', 'V17.5', 'V17.9', 'V18.4', 'V18.5', 'V18.9', 'V19.4', 'V19.5', 'V19.6', 'V19.8', 'V19.9', 'V20.3', 'V20.4', 'V20.5', 'V20.9', 'V21.3', 'V21.4', 'V21.5', 'V21.9', 'V22.3', 'V22.4', 'V22.5', 'V22.9', 'V23.3', 'V23.4', 'V23.5', 'V23.9', 'V24.3', 'V24.4', 'V24.5', 'V24.9', 'V25.3', 'V25.4', 'V25.5', 'V25.9', 'V26.3', 'V26.4', 'V26.5', 'V26.9', 'V27.3', 'V27.4', 'V27.5', 'V27.9', 'V28.3', 'V28.4', 'V28.5', 'V28.9', 'V29.4', 'V29.5', 'V29.6', 'V29.8', 'V29.9', 'V30.4', 'V30.5', 'V30.6', 'V30.7', 'V30.9', 'V31.4', 'V31.5', 'V31.6', 'V31.7', 'V31.9', 'V32.4', 'V32.5', 'V32.6', 'V32.7', 'V32.9', 'V33.4', 'V33.5', 'V33.6', 'V33.7', 'V33.9', 'V34.4', 'V34.5', 'V34.6', 'V34.7', 'V34.9', 'V35.4', 'V35.5', 'V35.6', 'V35.7', 'V35.9', 'V36.4', 'V36.5', 'V36.6', 'V36.7', 'V36.9', 'V37.4', 'V37.5', 'V37.6', 'V37.7', 'V37.9', 'V38.4', 'V38.5', 'V38.6', 'V38.7', 'V38.9', 'V39.4', 'V39.5', 'V39.6', 'V39.8', 'V39.9', 'V40.4', 'V40.5', 'V40.6', 'V40.7', 'V40.9', 'V41.4', 'V41.5', 'V41.6', 'V41.7', 'V41.9', 'V42.4', 'V42.5', 'V42.6', 'V42.7', 'V42.9', 'V43.4', 'V43.5', 'V43.6', 'V43.7', 'V43.9', 'V44.4', 'V44.5', 'V44.6', 'V44.7', 'V44.9', 'V45.4', 'V45.5', 'V45.6', 'V45.7', 'V45.9', 'V46.4', 'V46.5', 'V46.6', 'V46.7', 'V46.9', 'V47.4', 'V47.5', 'V47.6', 'V47.7', 'V47.9', 'V48.4', 'V48.5', 'V48.6', 'V48.7', 'V48.9', 'V49.4', 'V49.5', 'V49.6', 'V49.8', 'V49.9', 'V50.4', 'V50.5', 'V50.6', 'V50.7', 'V50.9', 'V51.4', 'V51.5', 'V51.6', 'V51.7', 'V51.9', 'V52.4', 'V52.5', 'V52.6', 'V52.7', 'V52.9', 'V53.4', 'V53.5', 'V53.6', 'V53.7', 'V53.9', 'V54.4', 'V54.5', 'V54.6', 'V54.7', 'V54.9', 'V55.4', 'V55.5', 'V55.6', 'V55.7', 'V55.9', 'V56.4', 'V56.5', 'V56.6', 'V56.7', 'V56.9', 'V57.4', 'V57.5', 'V57.6', 'V57.7', 'V57.9', 'V58.4', 'V58.5', 'V58.6', 'V58.7', 'V58.9', 'V59.4', 'V59.5', 'V59.6', 'V59.8', 'V59.9', 'V60.4', 'V60.5', 'V60.6', 'V60.7', 'V60.9', 'V61.4', 'V61.5', 'V61.6', 'V61.7', 'V61.9', 'V62.4', 'V62.5', 'V62.6', 'V62.7', 'V62.9', 'V63.4', 'V63.5', 'V63.6', 'V63.7', 'V63.9', 'V64.4', 'V64.5', 'V64.6', 'V64.7', 'V64.9', 'V65.4', 'V65.5', 'V65.6', 'V65.7', 'V65.9', 'V66.4', 'V66.5', 'V66.6', 'V66.7', 'V66.9', 'V67.4', 'V67.5', 'V67.6', 'V67.7', 'V67.9', 'V68.4', 'V68.5', 'V68.6', 'V68.7', 'V68.9', 'V69.4', 'V69.5', 'V69.6', 'V69.8', 'V69.9', 'V70.4', 'V70.5', 'V70.6', 'V70.7', 'V70.9', 'V71.4', 'V71.5', 'V71.6', 'V71.7', 'V71.9', 'V72.4', 'V72.5', 'V72.6', 'V72.7', 'V72.9', 'V73.4', 'V73.5', 'V73.6', 'V73.7', 'V73.9', 'V74.4', 'V74.5', 'V74.6', 'V74.7', 'V74.9', 'V75.4', 'V75.5', 'V75.6', 'V75.7', 'V75.9', 'V76.4', 'V76.5', 'V76.6', 'V76.7', 'V76.9', 'V77.4', 'V77.5', 'V77.6', 'V77.7', 'V77.9', 'V78.4', 'V78.5', 'V78.6', 'V78.7', 'V78.9', 'V79.4', 'V79.5', 'V79.6', 'V79.8', 'V79.9', 'V80.3', 'V80.4', 'V80.5', 'V81.1', 'V82.1', 'V82.8', 'V82.9', 'V83.0', 'V83.1', 'V83.2', 'V83.3', 'V84.0', 'V84.1', 'V84.2', 'V84.3', 'V85.0', 'V85.1', 'V85.2', 'V85.3', 'V86.0', 'V86.1', 'V86.2', 'V86.3', 'V87.0', 'V87.1', 'V87.2', 'V87.3', 'V87.4', 'V87.5', 'V87.6', 'V87.7', 'V87.8', 'V87.9', 'V89.2', 'V89.3', 'V89.9', 'V99', 'Y85.0')",0.732822
