indicator_id,comparison_component,series_code,series_description,year,value,unit,geography,geography_code,disaggregation,nature_code,nature_description,observation_status,source_organization,source_dataset,reported_source,source_url,custodian,database_release,database_last_updated,comparison_status,fallback_suitability,completeness_status,is_preferred_comparison,retrieval_method,retrieval_date,footnotes,notes
4.2.2,both_sexes,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2005,93.14037,Percentage,United States of America,840,"{""Reporting Type"":""G"",""Sex"":""BOTHSEX""}",C,Country data,,UNESCO Institute for Statistics (UIS),"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection Data extracted on 26 February 2026.,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SE_PRE_PARTN&areaCode=840,UNESCO Institute for Statistics (UIS),2026.Q2.G.01,2026-07-07T13:46:06,comparable_with_methodology_difference,comparison_only,not_assessed,false,api,2026-08-15,[],The UOE country submission is compared with the project's weighted CPS age-five estimate.
4.2.2,both_sexes,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2013,90.01836,Percentage,United States of America,840,"{""Reporting Type"":""G"",""Sex"":""BOTHSEX""}",C,Country data,,UNESCO Institute for Statistics (UIS),"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection Data extracted on 26 February 2026.,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SE_PRE_PARTN&areaCode=840,UNESCO Institute for Statistics (UIS),2026.Q2.G.01,2026-07-07T13:46:06,comparable_with_methodology_difference,comparison_only,not_assessed,false,api,2026-08-15,[],The UOE country submission is compared with the project's weighted CPS age-five estimate.
4.2.2,both_sexes,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2014,90.33312,Percentage,United States of America,840,"{""Reporting Type"":""G"",""Sex"":""BOTHSEX""}",C,Country data,,UNESCO Institute for Statistics (UIS),"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection Data extracted on 26 February 2026.,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SE_PRE_PARTN&areaCode=840,UNESCO Institute for Statistics (UIS),2026.Q2.G.01,2026-07-07T13:46:06,comparable_with_methodology_difference,comparison_only,not_assessed,false,api,2026-08-15,[],The UOE country submission is compared with the project's weighted CPS age-five estimate.
4.2.2,both_sexes,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2015,91.04018,Percentage,United States of America,840,"{""Reporting Type"":""G"",""Sex"":""BOTHSEX""}",C,Country data,,UNESCO Institute for Statistics (UIS),"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection Data extracted on 26 February 2026.,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SE_PRE_PARTN&areaCode=840,UNESCO Institute for Statistics (UIS),2026.Q2.G.01,2026-07-07T13:46:06,comparable_with_methodology_difference,comparison_only,not_assessed,false,api,2026-08-15,[],The UOE country submission is compared with the project's weighted CPS age-five estimate.
4.2.2,both_sexes,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2016,91.20034,Percentage,United States of America,840,"{""Reporting Type"":""G"",""Sex"":""BOTHSEX""}",C,Country data,,UNESCO Institute for Statistics (UIS),"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection Data extracted on 26 February 2026.,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SE_PRE_PARTN&areaCode=840,UNESCO Institute for Statistics (UIS),2026.Q2.G.01,2026-07-07T13:46:06,comparable_with_methodology_difference,comparison_only,not_assessed,false,api,2026-08-15,[],The UOE country submission is compared with the project's weighted CPS age-five estimate.
4.2.2,both_sexes,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2017,90.46672,Percentage,United States of America,840,"{""Reporting Type"":""G"",""Sex"":""BOTHSEX""}",C,Country data,,UNESCO Institute for Statistics (UIS),"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection Data extracted on 26 February 2026.,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SE_PRE_PARTN&areaCode=840,UNESCO Institute for Statistics (UIS),2026.Q2.G.01,2026-07-07T13:46:06,comparable_with_methodology_difference,comparison_only,not_assessed,false,api,2026-08-15,[],The UOE country submission is compared with the project's weighted CPS age-five estimate.
4.2.2,both_sexes,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2018,89.9779,Percentage,United States of America,840,"{""Reporting Type"":""G"",""Sex"":""BOTHSEX""}",C,Country data,,UNESCO Institute for Statistics (UIS),"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection Data extracted on 26 February 2026.,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SE_PRE_PARTN&areaCode=840,UNESCO Institute for Statistics (UIS),2026.Q2.G.01,2026-07-07T13:46:06,comparable_with_methodology_difference,comparison_only,not_assessed,false,api,2026-08-15,[],The UOE country submission is compared with the project's weighted CPS age-five estimate.
4.2.2,both_sexes,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019,89.7832,Percentage,United States of America,840,"{""Reporting Type"":""G"",""Sex"":""BOTHSEX""}",C,Country data,,UNESCO Institute for Statistics (UIS),"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection Data extracted on 26 February 2026.,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SE_PRE_PARTN&areaCode=840,UNESCO Institute for Statistics (UIS),2026.Q2.G.01,2026-07-07T13:46:06,comparable_with_methodology_difference,comparison_only,not_assessed,false,api,2026-08-15,[],The UOE country submission is compared with the project's weighted CPS age-five estimate.
4.2.2,both_sexes,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2020,90.95006,Percentage,United States of America,840,"{""Reporting Type"":""G"",""Sex"":""BOTHSEX""}",C,Country data,,UNESCO Institute for Statistics (UIS),"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection Data extracted on 26 February 2026.,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SE_PRE_PARTN&areaCode=840,UNESCO Institute for Statistics (UIS),2026.Q2.G.01,2026-07-07T13:46:06,comparable_with_methodology_difference,comparison_only,not_assessed,false,api,2026-08-15,[],The UOE country submission is compared with the project's weighted CPS age-five estimate.
4.2.2,both_sexes,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2021,84.15076,Percentage,United States of America,840,"{""Reporting Type"":""G"",""Sex"":""BOTHSEX""}",C,Country data,,UNESCO Institute for Statistics (UIS),"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection Data extracted on 26 February 2026.,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SE_PRE_PARTN&areaCode=840,UNESCO Institute for Statistics (UIS),2026.Q2.G.01,2026-07-07T13:46:06,comparable_with_methodology_difference,comparison_only,not_assessed,false,api,2026-08-15,[],The UOE country submission is compared with the project's weighted CPS age-five estimate.
