indicator_id,indicator_title,year,value,unit,geography,disaggregation,source_organization,source_dataset,source_url,retrieval_method,retrieval_date,methodology_variant,validation_status,data_warning
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,1999,14.3,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2000,14.3,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2001,14.9,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2002,15.4,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2003,15.8,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2004,15.2,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2005,15.5,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2006,14.8,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2007,14.5,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2008,15.4,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2009,17.5,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2010,17.6,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2011,17.1,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2012,16.5,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2013,17.6,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2014,16.6,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2015,15.7,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2016,15.3,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2017,14.0,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2018,13.9,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2019,13.3,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2020,17.2,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2021,14.9,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2022,14.4,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2023,14.1,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,archive_matched,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2024,14.4,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,not_archive_validated,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
8.6.1,Percentage of youth ages 16-24 who are not enrolled in school and not employed,2025,14.5,percent,United States,{},U.S. Bureau of Labor Statistics,LABSTAT Labor Force Statistics from the Current Population Survey,https://downloadt.bls.gov/pub/time.series/ln/ln.data.1.AllData,bulk,2026-08-11,legacy_us_proxy_ages_16_24_not_enrolled_not_employed,not_archive_validated,"This is a legacy U.S.-adapted proxy covering ages 16-24 and school enrollment. The current global SDG 8.6.1 definition measures people ages 15-24 not in employment, education, or training (NEET)."
